genetic,length,mass,exercise,smoking,alcohol,sugar,lifespan
76,202,74,1,17,6,1,68
76,166,85,3,0,8,2,88
76,160,72,2,11,9,4,60
76,199,79,1,19,9,3,56
76,183,80,2,15,7,3,66
76,165,79,3,10,9,4,75
76,198,71,1,12,7,1,72
76,168,83,1,14,6,3,63
76,186,79,0,0,7,2,69
76,191,89,1,16,9,3,55
76,174,86,1,6,1,2,68
76,197,72,2,15,6,2,74
76,189,75,2,0,8,3,81
76,205,77,3,5,5,3,90
76,185,74,1,19,3,2,62
76,185,107,2,0,7,2,78
76,166,81,1,6,6,3,60
76,160,81,3,2,9,3,87
76,202,71,1,9,9,2,69
76,181,67,2,0,6,2,87
76,169,85,0,18,3,3,49
76,176,82,2,13,2,3,79
76,171,92,2,8,7,3,71
76,181,68,1,4,5,2,76
76,193,81,2,18,0,2,79
76,185,72,2,14,5,3,72
76,167,105,1,12,2,3,53
76,210,94,3,4,2,3,96
76,189,74,1,21,1,2,61
76,190,80,2,20,8,4,65
76,165,87,1,22,0,2,61
76,178,81,3,0,9,3,89
76,214,79,1,17,1,2,66
76,200,62,2,5,7,1,85
76,196,104,1,16,7,1,66
76,171,65,1,16,6,1,67
,177,70,1,22,7,2,70
80,183,101,0,4,8,4,57
76,188,65,1,17,8,4,59
80,190,94,2,12,5,3,73
80,169,96,2,7,9,3,69
81,179,93,3,14,9,1,84
79,200,71,1,1,9,2,78
84,175,70,2,3,0,2,97
80,185,65,1,6,9,3,66
81,181,91,1,0,1,3,82
81,188,83,1,16,6,3,64
78,172,81,1,9,7,2,68
79,168,82,3,0,6,2,92
79,173,91,3,10,9,4,75
79,178,70,2,21,6,2,77
79,196,78,1,7,7,1,76
81,205,79,0,20,8,3,53
82,158,65,1,14,4,2,72
76,160,88,3,1,9,4,77
79,179,108,1,0,9,1,69
81,174,61,2,18,2,2,76
78,172,92,1,8,0,3,70
78,184,62,2,11,7,4,78
81,184,81,2,0,5,3,86
80,186,67,2,3,1,3,95
80,174,61,1,13,8,2,63
81,206,97,1,1,5,1,84
80,184,63,1,0,9,3,75
79,175,79,1,9,9,1,72
79,186,63,1,15,4,5,64
82,171,83,1,13,6,2,71
81,194,64,1,9,9,2,73
78,182,60,1,19,3,2,71
83,168,75,3,14,6,1,93
76,175,97,1,3,9,4,61
78,167,76,1,7,7,2,66
77,161,87,1,21,5,2,56
80,187,93,1,6,6,3,66
81,179,77,2,1,2,2,88
77,169,65,2,12,9,2,72
78,182,97,2,5,9,4,76
80,187,69,2,16,5,1,82
80,201,62,2,7,4,3,88
80,176,89,2,0,5,3,81
79,172,75,3,7,8,2,89
79,164,86,3,16,2,3,85
80,184,77,1,0,8,3,74
78,161,103,1,13,1,2,64
80,184,60,3,1,1,2,102
79,204,62,1,10,2,4,74
82,174,73,2,3,9,2,82
79,195,64,1,18,6,2,66
78,195,78,3,12,4,2,92
80,194,68,2,17,8,2,74
79,192,68,2,4,8,2,81
80,192,63,1,18,7,3,68
81,166,103,1,6,4,3,65
79,204,64,1,0,8,2,87
77,193,66,1,1,5,1,87
79,202,75,3,12,6,1,92
79,170,72,1,12,4,5,62
79,193,82,1,12,3,4,72
82,166,77,1,5,9,3,68
81,181,87,2,0,8,2,80
81,202,64,1,13,5,1,77
80,184,80,2,19,6,2,74
82,199,68,2,0,8,4,85
79,213,69,1,1,1,1,88
78,189,84,3,19,7,3,82
80,184,79,2,2,9,2,87
80,196,63,0,0,1,4,76
81,165,102,1,2,5,4,64
81,177,72,1,10,2,3,75
78,182,70,0,12,8,3,54
81,182,78,2,1,3,1,95
79,202,72,1,18,10,3,62
79,169,88,2,2,9,2,79
81,154,73,1,17,9,2,63
80,167,61,2,0,2,3,93
81,169,93,2,12,5,3,71
83,179,89,1,18,10,3,57
79,189,92,2,2,9,2,80
79,166,78,1,17,6,3,58
79,176,93,1,6,1,3,73
81,192,67,2,17,8,3,75
80,198,110,1,14,5,4,58
79,172,110,1,7,4,3,63
81,174,91,1,9,8,5,54
81,188,76,1,17,5,3,64
80,184,78,2,0,5,3,84
79,188,72,1,17,9,2,63
79,170,77,1,14,7,2,67
80,201,65,2,17,5,3,72
79,182,62,1,10,2,2,78
80,197,76,1,16,4,2,72
76,181,95,1,12,0,2,70
82,196,73,1,0,2,2,91
83,182,75,1,15,9,3,67
78,187,82,1,17,7,2,66
82,184,91,2,14,7,3,69
78,204,89,1,9,2,2,75
81,182,67,4,0,5,3,105
79,179,86,1,17,8,1,60
78,196,77,0,8,3,4,64
78,189,63,1,0,2,2,86
81,179,70,2,15,8,1,80
78,163,86,0,0,6,1,69
80,202,72,3,1,0,1,109
79,175,77,2,9,8,3,70
81,189,104,2,0,9,2,84
82,183,67,2,5,1,2,96
77,157,85,1,15,6,3,54
78,157,73,2,3,5,2,81
80,177,66,3,14,4,1,90
82,188,66,2,0,6,2,95
80,185,67,1,7,0,1,83
83,171,61,0,21,9,2,60
82,166,68,3,0,1,2,105
81,186,102,3,8,2,1,98
78,186,111,1,8,0,2,75
84,195,77,3,12,4,3,92
78,184,88,2,14,1,1,82
81,158,110,3,5,5,2,82
82,200,96,1,22,4,3,58
82,181,68,3,16,6,2,86
81,195,80,0,15,8,1,62
80,181,83,1,3,0,2,84
79,177,74,1,1,9,1,76
79,164,103,2,5,9,1,77
83,201,71,1,7,5,2,80
80,175,61,1,10,7,2,68
81,192,75,1,19,9,4,57
82,173,82,1,2,3,2,83
79,176,62,1,15,8,1,66
78,197,71,1,13,4,3,68
79,192,80,3,1,6,3,90
82,187,89,0,1,1,3,74
80,206,77,0,2,7,2,73
81,206,75,1,4,8,3,75
80,187,61,2,1,2,2,89
76,170,67,1,17,4,1,63
79,187,91,1,14,2,1,74
79,185,96,1,1,4,1,82
79,178,84,2,22,8,2,65
80,166,94,2,12,6,1,75
80,176,95,2,4,8,2,84
77,181,73,1,20,1,4,64
81,181,83,2,10,4,2,80
79,173,94,3,14,7,1,80
81,174,90,2,2,6,3,77
79,190,66,1,10,8,2,72
81,175,65,1,2,2,2,86
81,186,84,1,20,7,3,61
77,189,83,1,12,7,1,67
81,187,77,1,1,3,3,81
83,169,78,3,4,5,3,96
80,180,86,2,13,5,2,79
78,195,96,0,9,7,4,57
79,167,74,1,9,4,3,63
80,201,68,2,18,3,2,83
83,190,86,2,16,9,4,75
81,172,82,1,19,5,1,65
78,187,73,2,12,9,1,81
83,175,70,2,14,4,3,78
79,168,74,3,3,8,2,93
80,187,63,2,0,6,1,94
82,186,87,1,17,9,2,70
80,170,61,0,8,8,3,64
80,185,96,2,21,6,4,66
78,196,69,1,9,0,3,82
79,185,64,2,17,5,5,71
81,198,81,1,4,8,3,78
80,183,84,2,13,5,2,77
79,173,99,0,4,6,1,66
80,198,64,1,13,6,2,75
81,165,64,3,19,9,3,76
80,160,85,1,5,6,3,68
78,187,102,2,9,3,3,80
80,189,67,2,3,7,1,86
80,182,90,1,2,6,1,80
81,208,89,1,1,6,2,80
83,182,70,1,3,8,2,82
79,195,67,3,17,8,1,88
79,171,86,1,1,6,4,69
83,195,85,3,11,6,1,97
80,180,85,1,3,9,4,70
83,195,62,3,19,1,1,100
81,190,63,2,17,5,4,71
80,194,60,3,7,5,2,101
77,161,66,2,14,6,3,73
82,172,86,1,4,6,2,70
83,159,88,2,17,8,2,68
80,172,73,1,12,7,2,67
80,176,79,2,7,2,3,79
81,174,61,2,11,8,2,85
83,204,84,1,13,0,1,87
78,181,73,3,5,5,3,87
80,187,90,1,21,6,1,60
77,182,74,1,5,7,2,74
79,213,80,1,17,8,3,65
80,171,85,1,3,9,2,72
82,198,79,2,19,5,2,78
82,178,101,1,0,1,3,81
79,178,74,1,7,6,3,69
79,182,68,2,13,7,1,77
81,188,60,2,8,4,2,89
78,205,83,2,1,6,2,84
80,165,78,3,0,0,3,93
80,188,64,1,16,3,2,66
79,179,74,2,11,5,3,72
76,172,80,0,15,4,3,52
81,189,98,1,20,0,1,73
81,187,75,1,9,5,1,78
80,187,94,2,10,9,1,77
81,158,103,1,15,3,1,67
80,176,72,1,9,7,1,73
81,158,85,1,6,7,3,67
79,167,63,2,9,7,2,84
79,168,68,2,7,2,2,87
80,200,81,2,3,7,3,84
78,181,77,1,20,9,2,60
79,170,99,2,3,9,1,80
80,178,107,2,17,8,1,71
78,192,81,1,8,2,1,78
80,197,86,1,14,5,4,64
77,168,66,1,3,8,1,78
81,176,90,2,8,7,2,80
82,197,91,1,17,2,3,69
80,167,77,2,1,8,2,80
79,204,64,2,6,5,3,87
80,184,66,2,1,3,3,88
79,188,89,1,1,4,1,81
77,169,65,2,20,7,3,69
82,184,62,1,1,9,3,73
80,178,110,3,2,8,2,89
81,185,90,1,7,1,1,79
79,209,97,1,2,7,4,70
81,181,94,2,3,3,3,86
79,185,110,1,21,2,3,62
82,172,77,2,1,9,2,85
81,179,96,2,11,10,3,68
77,154,90,2,0,4,2,73
78,179,88,1,9,3,5,62
79,171,87,1,3,4,2,72
79,201,94,3,0,6,1,99
79,180,82,1,0,10,3,72
82,185,67,2,14,0,4,83
79,183,91,2,21,7,2,67
81,191,84,2,20,6,5,67
80,180,82,1,6,8,2,70
83,191,94,1,21,9,3,59
78,191,71,2,0,8,3,87
79,164,75,1,14,3,2,70
78,179,89,1,1,4,4,70
79,160,66,2,14,7,2,76
80,170,81,2,1,8,2,87
80,193,68,1,22,9,2,60
82,166,68,3,1,8,3,94
79,211,69,0,12,3,2,69
80,175,79,1,0,4,2,82
79,157,69,2,7,1,3,83
78,194,73,1,5,8,3,73
80,194,67,3,2,1,1,108
80,182,88,2,3,4,3,82
82,172,97,1,12,9,1,66
84,175,85,1,9,1,2,77
80,187,70,1,1,6,4,75
77,189,69,1,8,8,1,74
80,182,64,2,0,6,3,87
79,168,68,2,1,7,2,83
80,175,71,1,15,7,1,70
80,192,76,1,21,7,2,61
78,179,73,3,17,4,3,88
78,174,97,4,17,9,2,81
80,193,82,2,11,9,4,73
82,177,65,1,0,1,1,94
81,187,67,2,14,5,1,81
81,168,87,2,18,10,2,74
80,177,74,2,19,7,2,73
83,184,76,3,13,9,2,91
79,182,61,1,9,8,3,67
80,165,87,1,22,9,2,53
82,181,96,1,20,8,1,61
77,212,85,0,12,4,2,65
79,210,69,4,0,9,2,108
80,203,106,2,6,6,2,83
81,182,74,2,6,6,2,90
81,167,110,3,19,0,2,79
79,171,70,1,1,9,2,80
76,155,112,2,8,3,4,67
77,197,80,1,1,5,1,82
80,197,81,1,17,0,1,75
78,178,71,1,3,1,3,80
82,184,77,3,0,4,2,98
78,182,84,2,7,7,1,80
81,196,74,1,1,7,2,78
80,177,67,3,3,0,2,102
78,179,85,2,7,7,1,80
79,188,70,1,0,9,2,80
79,174,72,2,0,8,4,80
79,199,62,3,4,1,3,103
80,191,73,1,13,3,3,69
79,167,109,1,8,5,3,57
82,180,68,1,2,8,1,84
83,188,70,1,10,4,2,83
76,206,90,2,10,7,4,71
79,180,64,2,0,7,2,86
81,195,74,1,5,2,4,74
81,183,70,2,20,3,4,69
80,176,91,2,12,8,2,69
81,178,64,1,15,7,2,72
81,182,103,1,2,4,2,78
81,194,70,2,18,9,3,78
80,176,82,2,21,6,3,62
81,194,79,2,11,7,2,78
81,197,68,1,21,5,2,68
77,165,60,3,18,5,3,79
80,171,83,2,19,2,3,74
80,191,64,2,9,8,1,85
79,202,63,3,2,6,2,96
78,174,108,2,16,3,4,67
79,187,64,2,21,8,2,76
82,204,63,1,0,5,1,94
76,186,73,1,0,1,4,76
82,194,81,2,0,3,4,88
81,183,83,1,0,9,4,71
78,174,80,2,5,8,2,77
80,180,85,3,10,7,2,90
78,213,75,3,19,7,4,73
81,170,92,2,10,7,3,74
81,185,67,1,22,7,3,60
80,166,69,1,7,5,3,72
79,170,75,1,10,5,2,68
83,191,97,2,10,0,2,85
81,186,70,1,3,8,1,87
81,158,82,2,1,2,2,88
80,185,83,1,5,7,2,78
78,167,72,1,2,3,4,73
79,180,83,1,20,3,4,62
79,214,89,1,13,2,2,79
81,193,111,2,15,9,4,63
81,174,70,1,13,7,2,73
82,183,80,2,11,8,2,83
80,207,74,2,2,9,1,90
81,190,80,1,2,3,2,81
80,173,62,1,6,4,3,78
81,175,64,1,12,9,1,73
82,167,74,1,0,4,2,80
78,179,78,2,2,0,1,90
79,204,68,1,1,7,2,80
78,192,64,1,12,6,4,70
79,203,104,2,2,7,3,81
76,183,70,4,5,4,1,103
80,186,70,2,4,5,3,88
81,167,72,2,9,9,3,68
80,158,74,1,8,7,3,63
81,164,66,4,7,3,1,103
81,170,82,0,1,6,3,65
80,182,97,0,10,2,2,62
81,207,110,1,18,5,2,65
83,165,81,1,10,8,2,73
82,190,79,1,19,3,3,66
80,183,74,3,21,8,3,77
84,203,85,1,19,2,3,72
80,165,72,2,7,7,3,78
80,162,105,2,17,7,3,63
78,191,111,1,21,8,2,55
78,186,63,3,14,8,2,83
80,157,77,3,16,3,3,80
83,180,95,1,9,9,2,68
80,167,65,3,0,8,4,88
81,163,74,2,1,4,1,86
82,184,89,2,3,10,3,79
81,172,91,2,20,7,2,65
77,184,94,2,5,9,3,74
81,202,93,2,5,6,3,88
79,173,79,3,11,6,4,86
80,195,69,3,0,4,2,109
79,175,86,1,12,4,5,56
81,206,99,1,10,7,2,75
79,175,64,1,17,3,1,74
79,185,72,3,6,8,1,97
80,179,93,1,0,6,2,81
80,200,77,1,1,2,2,86
81,170,90,1,11,1,3,70
83,202,112,1,9,1,2,77
83,204,102,2,15,9,3,76
81,194,62,1,9,9,2,79
78,196,86,2,17,6,2,76
79,176,66,4,12,8,2,94
81,181,94,3,15,3,3,88
78,187,81,1,19,8,2,56
80,178,96,2,2,4,2,85
81,199,86,2,5,7,1,93
80,170,73,1,16,9,2,59
83,179,63,1,1,2,3,88
82,183,110,1,13,7,1,71
79,193,82,2,18,5,3,73
81,199,69,3,12,8,3,92
81,169,61,2,20,0,3,78
80,171,82,3,17,2,1,93
81,187,70,0,0,10,2,71
82,204,71,1,15,6,2,68
78,200,79,2,10,5,2,84
82,175,74,2,4,3,4,79
80,202,86,2,10,6,1,89
81,178,84,1,1,3,4,71
78,191,97,2,7,7,2,76
80,179,82,2,13,3,2,79
79,201,71,2,16,0,2,79
79,191,78,3,7,5,1,96
80,190,74,1,1,5,2,86
83,207,66,2,3,5,3,89
79,162,91,2,9,5,3,70
80,162,86,1,5,7,2,70
81,187,67,0,4,6,2,73
81,176,73,0,0,2,3,75
77,202,87,3,12,5,2,88
81,179,71,1,5,6,3,77
78,189,72,2,1,1,2,91
78,186,71,1,13,8,3,65
81,193,103,1,17,4,2,67
80,185,83,2,19,5,3,75
80,192,76,1,18,6,2,65
80,193,91,3,2,10,2,88
80,192,67,3,7,9,2,91
81,201,85,0,14,6,1,63
82,202,94,2,22,6,2,69
78,196,94,1,15,5,5,62
82,173,77,3,20,5,3,81
80,188,84,2,11,6,1,86
80,185,85,0,13,8,1,59
77,186,69,3,8,7,2,91
82,173,92,1,19,7,3,60
82,172,90,3,12,6,3,81
81,175,81,2,6,10,3,79
79,185,74,1,16,9,4,57
80,188,77,1,18,8,1,67
79,189,75,2,14,8,3,76
81,168,64,1,10,6,2,71
79,188,67,1,18,3,2,68
81,181,66,1,15,8,1,69
82,179,78,3,3,1,4,99
78,187,80,1,18,9,5,51
83,188,74,1,8,8,2,74
83,180,95,1,10,9,3,62
81,166,72,1,2,2,2,75
79,195,89,1,1,6,3,69
79,179,62,2,3,10,4,82
82,174,61,2,11,5,3,85
80,154,95,2,3,9,1,80
82,187,85,1,17,6,3,59
80,163,71,1,15,10,1,65
76,177,64,2,4,7,2,87
81,158,82,1,2,5,3,71
83,183,61,3,11,8,2,92
79,192,88,2,21,0,4,66
81,171,85,2,20,9,3,70
78,177,72,1,0,4,3,82
80,188,60,1,21,6,3,64
79,199,92,2,21,8,3,63
80,187,87,4,18,7,1,91
78,171,111,0,3,9,3,54
78,191,65,2,5,9,3,79
78,178,72,2,1,9,3,80
83,185,64,3,6,1,3,103
80,177,98,2,18,7,3,70
81,177,92,1,14,2,3,67
78,188,87,1,21,6,3,62
81,182,63,1,13,2,4,72
79,207,65,1,1,7,3,82
78,175,67,1,11,5,4,69
82,187,75,2,5,3,3,92
76,170,71,1,0,8,2,79
80,165,107,3,14,5,1,83
77,191,74,2,3,5,4,82
82,211,99,1,0,9,1,80
78,170,90,3,10,4,2,87
77,196,85,1,1,8,2,71
81,168,91,2,13,5,3,74
79,168,63,1,19,6,3,60
79,171,67,2,13,1,2,79
83,196,104,2,5,3,1,96
80,181,100,2,2,4,3,79
80,197,66,3,10,8,2,100
82,194,69,1,18,8,4,65
76,177,62,2,7,1,1,84
79,192,84,1,6,5,3,74
80,166,70,1,0,5,3,75
78,181,61,1,12,3,2,70
80,202,91,2,0,1,4,86
79,174,111,1,12,6,3,59
81,163,77,1,13,9,3,63
82,203,71,1,11,2,3,78
79,187,75,1,20,8,3,62
79,183,89,0,4,9,2,64
79,196,76,3,1,7,2,94
84,193,105,2,18,5,2,72
81,187,93,1,13,2,3,69
80,185,70,2,5,7,1,91
81,199,72,2,18,9,2,78
80,198,60,4,13,7,3,94
82,207,61,0,19,9,3,58
78,190,60,2,4,1,1,96
79,177,76,2,10,4,3,74
81,188,68,1,3,9,2,79
82,183,82,1,19,4,3,62
79,165,83,0,8,8,4,56
79,179,89,1,9,8,3,65
83,182,84,1,1,4,2,87
80,201,78,1,18,7,1,74
81,168,86,1,18,4,2,63
78,185,69,1,14,6,2,67
81,175,62,1,17,7,3,70
80,205,81,2,15,8,3,78
80,182,90,2,12,8,2,72
80,183,81,2,12,7,3,74
79,175,82,2,15,2,2,79
81,204,67,1,18,8,4,61
79,180,63,2,3,5,3,90
80,180,85,2,6,9,1,89
78,186,72,2,14,1,3,75
79,184,68,1,1,9,1,80
80,177,67,2,9,5,2,83
81,195,93,1,4,7,2,75
79,177,96,2,0,5,1,87
77,193,88,2,8,6,2,78
80,166,83,1,21,7,1,64
80,188,101,3,12,6,2,86
80,182,80,2,9,9,2,74
79,185,96,1,18,2,3,62
81,185,100,1,20,7,3,55
76,167,66,2,15,4,2,74
80,178,75,1,21,8,2,59
76,201,71,2,14,9,2,69
78,182,89,0,16,7,2,53
82,204,93,2,3,5,3,86
82,183,68,1,8,4,1,83
80,189,79,1,5,0,1,86
79,169,96,2,17,2,3,68
81,181,91,1,14,4,3,67
80,178,85,2,4,7,1,85
79,193,107,1,2,3,2,79
80,169,79,2,17,9,1,70
79,168,78,0,3,6,4,58
78,174,63,1,0,1,1,84
80,178,91,1,5,3,2,77
78,173,80,2,8,4,4,74
82,175,75,1,17,6,3,67
84,183,80,1,6,9,3,78
82,183,61,2,4,8,3,84
79,193,63,1,10,8,3,74
82,184,95,2,0,7,3,81
81,173,73,2,1,8,3,85
79,164,80,2,0,7,4,75
79,175,86,2,14,9,1,75
80,173,70,2,14,7,3,75
82,180,90,1,17,10,4,57
80,196,65,0,4,8,3,67
80,182,90,0,17,8,2,55
83,169,64,0,9,8,3,65
83,178,67,2,9,6,4,76
81,197,60,1,0,8,1,86
81,199,70,1,6,4,1,80
77,183,74,3,6,2,3,91
80,168,97,2,13,6,1,71
79,206,62,1,12,6,3,75
79,162,61,1,12,3,4,68
78,206,65,2,11,7,2,86
79,170,100,1,17,6,3,58
79,195,93,0,18,2,2,60
80,178,88,1,17,3,4,55
81,185,67,1,22,7,3,65
82,185,112,1,1,9,2,72
79,175,77,3,0,8,2,91
84,192,89,1,20,8,2,61
80,175,75,2,1,6,5,79
79,176,86,1,7,9,2,64
80,176,77,2,6,7,2,81
80,183,85,3,7,8,1,92
81,172,78,1,6,2,3,77
78,178,69,1,5,4,2,74
81,179,71,2,8,9,3,75
78,175,80,1,18,8,2,60
79,177,73,1,14,0,5,63
81,207,79,1,10,2,4,76
79,166,102,1,14,0,3,59
81,179,70,1,16,6,2,73
82,170,79,2,9,9,3,74
79,180,72,1,0,5,2,81
83,192,79,2,15,8,3,79
78,195,83,1,15,5,2,68
78,166,82,1,8,2,3,71
78,191,78,2,19,9,2,65
79,158,84,2,0,8,3,78
79,177,92,3,13,3,2,87
82,193,77,1,7,3,2,81
78,189,81,3,17,10,2,76
80,190,80,1,15,5,3,67
83,185,95,1,0,2,2,83
80,198,89,4,8,4,2,101
82,182,73,2,21,5,2,79
82,185,69,3,13,6,3,86
78,189,88,3,22,6,2,84
77,168,70,2,13,1,3,72
80,200,103,2,4,2,3,88
80,198,70,3,20,6,3,86
81,189,92,1,6,8,3,66
79,177,72,1,19,3,3,63
78,202,88,2,8,5,2,79
79,179,76,1,19,2,1,70
80,199,93,2,0,9,2,84
80,179,81,1,5,7,3,73
79,178,76,2,15,8,2,73
78,171,75,1,0,3,2,79
81,175,65,1,12,7,2,68
81,207,88,1,20,9,3,61
83,193,70,2,1,2,3,92
82,172,97,2,12,5,2,75
81,170,94,2,9,2,1,87
82,174,86,2,0,1,3,94
80,177,69,1,20,8,1,67
82,189,88,2,18,5,4,74
82,198,84,1,16,9,1,67
78,194,89,3,16,1,3,83
82,193,69,2,14,8,1,80
79,183,70,3,15,9,3,79
80,201,83,1,0,8,2,78
80,171,65,1,6,6,1,80
79,176,87,1,12,9,3,56
81,179,94,2,0,3,1,95
81,176,85,2,2,6,3,82
80,174,72,1,1,5,4,72
81,186,63,1,0,6,1,87
81,184,81,1,6,7,2,76
79,200,100,1,6,1,3,81
80,166,73,1,1,3,2,76
77,164,93,1,12,8,4,46
80,173,86,1,4,8,3,68
80,186,86,2,4,3,3,81
79,174,84,0,13,9,2,54
82,199,83,3,15,8,3,83
76,190,65,2,5,8,4,79
84,173,78,2,0,9,2,85
81,161,61,1,5,6,4,70
80,163,86,2,2,8,3,73
77,182,62,1,0,2,3,80
82,183,81,2,1,7,3,86
80,176,83,1,18,9,3,58
82,187,91,1,10,3,2,78
80,205,62,2,19,8,3,69
79,173,96,2,7,4,3,75
80,166,68,1,6,4,2,77
82,187,80,2,0,8,1,90
80,196,108,0,12,4,2,63
79,163,63,1,8,6,4,62
81,192,68,2,20,6,3,76
81,178,96,1,13,3,1,68
79,202,95,1,7,8,3,70
81,206,87,2,19,10,3,67
80,207,62,1,8,6,3,75
77,207,68,1,4,8,2,73
79,198,71,1,8,8,3,69
81,195,61,2,18,4,1,88
78,173,88,0,0,6,1,70
83,183,82,3,20,8,3,81
82,188,80,3,0,3,2,107
80,174,112,1,14,3,2,62
79,185,82,2,4,10,1,81
82,181,80,1,0,10,4,71
77,173,85,1,19,9,2,58
82,209,81,3,16,5,1,94
83,182,69,1,2,9,4,74
81,181,80,0,4,6,1,70
81,174,71,2,10,5,1,82
80,193,99,2,11,3,2,79
80,192,108,3,11,6,2,86
77,167,110,1,5,7,1,67
81,174,65,3,14,8,4,80
80,182,68,2,4,7,3,84
78,165,73,0,11,5,2,62
79,194,71,2,20,9,2,66
80,184,82,1,7,9,2,69
81,187,75,4,8,9,2,97
80,196,76,2,0,7,2,95
81,192,75,3,0,7,4,91
78,190,79,2,4,5,2,81
79,212,78,1,15,3,4,65
76,205,102,1,11,9,2,67
79,158,83,1,0,7,2,74
80,163,90,1,17,1,3,58
80,174,81,1,0,6,2,75
82,186,64,3,0,6,2,100
81,183,72,1,6,9,3,72
80,187,93,3,6,6,2,89
81,183,76,1,10,7,3,64
79,193,61,1,13,6,1,73
80,196,85,1,14,7,4,63
81,211,84,1,8,5,2,74
77,197,86,1,3,5,4,70
80,179,87,1,4,7,2,76
79,200,72,2,4,7,3,80
80,173,91,1,16,2,1,72
79,194,73,2,3,9,1,87
80,174,103,2,21,3,4,58
81,182,81,2,17,4,2,82
82,194,82,2,11,10,1,81
83,207,84,2,14,6,2,88
82,182,101,1,12,6,4,63
81,159,100,3,9,9,1,79
82,211,97,2,19,2,2,77
82,197,84,1,9,8,2,74
80,176,88,1,16,2,2,66
79,173,79,1,3,7,2,75
80,184,74,2,9,6,2,80
82,185,84,3,16,7,3,79
77,171,65,1,2,6,4,70
80,181,90,2,20,9,2,66
80,168,66,1,19,5,3,60
79,193,77,2,0,7,1,93
81,197,66,2,1,0,3,100
83,190,72,1,0,6,3,81
81,185,61,2,13,3,2,88
80,184,64,1,21,1,2,70
82,184,93,2,7,7,2,85
77,158,93,2,16,5,4,62
78,189,96,1,0,4,3,70
81,195,88,2,13,1,4,80
77,180,73,2,5,7,2,83
80,168,82,0,2,4,2,69
80,155,66,0,9,10,2,58
79,190,78,1,6,8,1,75
82,184,89,2,1,8,4,81
80,178,76,3,21,6,3,77
79,192,98,3,0,9,2,97
81,207,69,2,7,9,3,85
78,198,80,2,18,9,4,70
79,185,94,1,9,7,2,65
80,186,77,3,3,7,3,92
81,197,92,4,4,4,4,99
80,187,70,2,12,3,3,84
82,167,64,0,10,7,2,66
83,172,64,2,21,3,2,76
77,167,62,3,5,5,3,88
77,207,73,2,0,9,1,93
77,198,87,1,1,7,1,74
81,199,106,1,6,1,2,80
79,165,91,2,19,6,1,72
80,177,83,1,13,8,4,61
79,185,85,1,20,7,3,55
79,174,98,3,22,2,2,77
80,187,70,3,9,4,3,96
79,201,89,1,16,5,3,66
77,192,99,1,22,9,3,53
84,183,86,2,3,6,4,78
79,183,89,2,17,3,3,70
81,196,98,1,2,7,3,72
79,174,93,2,15,3,2,77
77,192,76,0,10,9,2,59
78,201,65,1,14,2,3,73
80,177,73,0,1,8,3,66
79,186,82,1,8,7,2,71
79,185,105,2,17,3,2,73
79,183,69,2,17,6,3,69
80,187,78,1,8,6,2,69
83,193,71,2,14,9,1,84
81,175,84,2,12,4,4,72
84,194,64,2,2,2,2,100
80,171,62,1,14,10,3,62
83,167,80,1,18,9,2,60
81,187,78,2,4,9,1,82
80,182,93,1,17,3,4,64
79,174,96,1,0,9,2,75
81,188,71,1,12,8,2,70
82,189,84,2,8,2,3,81
79,178,80,1,13,8,3,65
79,179,79,2,22,7,3,62
81,196,85,3,14,8,1,90
79,163,92,2,20,9,3,55
81,166,67,1,10,7,3,70
81,199,89,2,17,9,3,74
80,180,68,3,14,1,4,85
80,178,73,2,0,9,1,86
83,171,81,1,11,0,1,80
83,166,77,1,9,9,3,66
82,192,72,2,0,8,1,94
80,181,100,1,20,8,3,57
80,183,78,1,18,7,4,53
80,206,65,1,15,5,3,74
81,199,65,2,1,7,2,90
79,207,79,0,7,8,2,68
81,208,85,2,12,5,1,89
79,172,90,1,15,5,3,59
81,156,65,1,19,3,1,70
80,166,60,2,15,4,2,76
81,175,69,2,15,1,1,87
79,177,78,2,18,5,3,69
79,175,61,3,19,3,3,81
81,162,82,2,11,9,4,70
80,204,75,1,12,9,1,72
79,199,82,2,20,6,1,76
80,183,84,1,7,5,3,71
82,202,100,1,6,4,2,79
80,160,80,1,3,6,1,80
78,180,78,2,20,7,1,70
78,172,63,1,11,9,2,73
78,182,61,1,16,8,2,67
78,200,95,2,4,6,2,86
80,192,88,1,19,7,1,63
79,178,85,1,15,8,3,57
80,173,64,3,21,8,2,81
81,181,80,1,0,2,3,81
79,174,94,1,1,6,4,69
80,180,85,2,0,5,3,88
79,202,83,0,4,7,2,70
77,175,96,1,22,6,2,53
80,196,75,2,17,1,4,72
79,213,68,2,8,8,3,80
79,202,108,3,12,2,2,88
81,189,84,2,17,9,2,73
82,155,93,1,19,6,2,54
79,195,75,2,11,1,1,89
80,210,61,3,11,9,3,88
82,205,78,1,12,9,2,76
83,185,93,2,1,9,3,81
76,203,79,1,17,5,2,66
82,202,86,1,10,8,2,68
77,194,78,2,10,2,3,83
82,164,89,3,3,8,3,86
77,155,88,2,15,9,4,54
77,200,85,2,8,6,2,82
79,180,63,2,16,6,2,76
82,166,63,1,5,7,3,76
78,203,71,1,1,3,3,84
81,186,70,2,0,5,2,96
80,192,76,2,0,4,3,95
80,186,75,1,4,1,3,78
